site,bottom increment (cm),Mid Point Section (cm),Age for Midpoint of section estimated from rBacon model (yrbp),param,value,param,value,param,value,param,value,param,value,param,value,param,value,param,value,param,value,param,value,param,value,param,value,param,value,param,value,param,value
DB-02,28,26,2064.50823,bulk density (g/cm^3),0.092248356,%Nitrogen,1.4495,%Carbon,43.949,%Hydrogen,5.1313,C density (g/cm^3),0.04054223,Culmulative carbon mass (g/cm^2),1.289769039,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^33,12.89769039,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000481064,Average carbon accumulation (g/m^2/yr),4.810642738,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.008943349,Modelled Carbon accumulation rate (gcm-2yr-1),0.000362583,Modelled Carbon Accumulation rate (gm-2yr-1),3.625833138,Carbon Density (gcm-3),0.038661541,OM density (gcm-3),0.077323082
DB-02,32,30,2512.1958,bulk density (g/cm^3),0.117953251,%Nitrogen,1.4033,%Carbon,43.864,%Hydrogen,5.0907,C density (g/cm^3),0.051739014,Culmulative carbon mass (g/cm^2),1.496725095,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^34,14.96725095,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000613923,Average carbon accumulation (g/m^2/yr),6.139225938,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.008344135,Modelled Carbon accumulation rate (gcm-2yr-1),0.000431717,Modelled Carbon Accumulation rate (gm-2yr-1),4.317173161,Carbon Density (gcm-3),0.049514157,OM density (gcm-3),0.099028315
DB-02,36,34,2987.84103,bulk density (g/cm^3),0.136308254,%Nitrogen,1.3812,%Carbon,43.989,%Hydrogen,5.0478,C density (g/cm^3),0.059960638,Culmulative carbon mass (g/cm^2),1.736567646,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^35,17.36567646,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000711478,Average carbon accumulation (g/m^2/yr),7.114783923,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.008045465,Modelled Carbon accumulation rate (gcm-2yr-1),0.000482411,Modelled Carbon Accumulation rate (gm-2yr-1),4.824112139,Carbon Density (gcm-3),0.057155984,OM density (gcm-3),0.114311969
DB-02,40,38,3495.8194,bulk density (g/cm^3),0.146210373,%Nitrogen,1.4262,%Carbon,43.279,%Hydrogen,4.9818,C density (g/cm^3),0.063278387,Culmulative carbon mass (g/cm^2),1.989681195,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^36,19.89681195,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000750846,Average carbon accumulation (g/m^2/yr),7.508459998,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.008746348,Modelled Carbon accumulation rate (gcm-2yr-1),0.000553455,Modelled Carbon Accumulation rate (gm-2yr-1),5.534547947,Carbon Density (gcm-3),0.0596379,OM density (gcm-3),0.1192758
DB-02,44,42,3943.65916,bulk density (g/cm^3),0.165195763,%Nitrogen,1.5359,%Carbon,43.488,%Hydrogen,5.0394,C density (g/cm^3),0.071840334,Culmulative carbon mass (g/cm^2),2.277042529,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^37,22.77042529,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.00085244,Average carbon accumulation (g/m^2/yr),8.524399802,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.008268077,Modelled Carbon accumulation rate (gcm-2yr-1),0.000593981,Modelled Carbon Accumulation rate (gm-2yr-1),5.939814096,Carbon Density (gcm-3),0.068046865,OM density (gcm-3),0.136093731
DB-02,48,46,4399.21803,bulk density (g/cm^3),0.219869248,%Nitrogen,1.6689,%Carbon,43.876,%Hydrogen,5.1915,C density (g/cm^3),0.096469831,Culmulative carbon mass (g/cm^2),2.662921854,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^38,26.62921854,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.001144688,Average carbon accumulation (g/m^2/yr),11.44687626,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.008483498,Modelled Carbon accumulation rate (gcm-2yr-1),0.000818402,Modelled Carbon Accumulation rate (gm-2yr-1),8.184016191,Carbon Density (gcm-3),0.091162233,OM density (gcm-3),0.182324465
DB-02,54,52,5139.38399,bulk density (g/cm^3),0.126821768,%Nitrogen,1.6062,%Carbon,44.843,%Hydrogen,5.0892,C density (g/cm^3),0.056870685,Culmulative carbon mass (g/cm^2),3.004145965,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^39,30.04145965,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000674814,Average carbon accumulation (g/m^2/yr),6.748137634,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.008149007,Modelled Carbon accumulation rate (gcm-2yr-1),0.00046344,Modelled Carbon Accumulation rate (gm-2yr-1),4.634396126,Carbon Density (gcm-3),0.052040351,OM density (gcm-3),0.104080703
DB-02,58,56,5618.4132,bulk density (g/cm^3),0.143980278,%Nitrogen,1.6243,%Carbon,43.595,%Hydrogen,4.7812,C density (g/cm^3),0.062768202,Culmulative carbon mass (g/cm^2),3.255218773,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^40,32.55218773,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000744792,Average carbon accumulation (g/m^2/yr),7.447922668,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.007802221,Modelled Carbon accumulation rate (gcm-2yr-1),0.000489731,Modelled Carbon Accumulation rate (gm-2yr-1),4.897313838,Carbon Density (gcm-3),0.055735467,OM density (gcm-3),0.111470935
DB-02,62,60,6109.63794,bulk density (g/cm^3),0.183977356,%Nitrogen,2.0031,%Carbon,41.934,%Hydrogen,4.462,C density (g/cm^3),0.077149064,Culmulative carbon mass (g/cm^2),3.563815031,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^41,35.63815031,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000915432,Average carbon accumulation (g/m^2/yr),9.154320927,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.007852432,Modelled Carbon accumulation rate (gcm-2yr-1),0.000605808,Modelled Carbon Accumulation rate (gm-2yr-1),6.058077817,Carbon Density (gcm-3),0.067822957,OM density (gcm-3),0.135645914
DB-02,66,64,6607.4929,bulk density (g/cm^3),0.169791819,%Nitrogen,2.3318,%Carbon,42.541,%Hydrogen,5.1411,C density (g/cm^3),0.072231138,Culmulative carbon mass (g/cm^2),3.852739581,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^42,38.52739581,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000857077,Average carbon accumulation (g/m^2/yr),8.570771669,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.008291718,Modelled Carbon accumulation rate (gcm-2yr-1),0.00059892,Modelled Carbon Accumulation rate (gm-2yr-1),5.989202243,Carbon Density (gcm-3),0.065166722,OM density (gcm-3),0.130333444
DB-02,70,68,7072.7016,bulk density (g/cm^3),0.123704894,%Nitrogen,2.862,%Carbon,50.811,%Hydrogen,5.2395,C density (g/cm^3),0.062855694,Culmulative carbon mass (g/cm^2),4.104162356,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^43,41.04162356,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.00074583,Average carbon accumulation (g/m^2/yr),7.458304224,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.008213641,Modelled Carbon accumulation rate (gcm-2yr-1),0.000516274,Modelled Carbon Accumulation rate (gm-2yr-1),5.162741031,Carbon Density (gcm-3),0.052848327,OM density (gcm-3),0.105696654
DB-02,74,72,7559.23082,bulk density (g/cm^3),0.123907962,%Nitrogen,2.6389,%Carbon,49.631,%Hydrogen,5.4219,C density (g/cm^3),0.061496761,Culmulative carbon mass (g/cm^2),4.350149399,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^44,43.50149399,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000729706,Average carbon accumulation (g/m^2/yr),7.297056517,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.008281962,Modelled Carbon accumulation rate (gcm-2yr-1),0.000509314,Modelled Carbon Accumulation rate (gm-2yr-1),5.093138346,Carbon Density (gcm-3),0.051917565,OM density (gcm-3),0.10383513
DB-02,78,76,8022.06991,bulk density (g/cm^3),0.152827611,%Nitrogen,2.6278,%Carbon,47.864,%Hydrogen,5.4819,C density (g/cm^3),0.073149408,Culmulative carbon mass (g/cm^2),4.64274703,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^45,46.4274703,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000867973,Average carbon accumulation (g/m^2/yr),8.679731392,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.008691117,Modelled Carbon accumulation rate (gcm-2yr-1),0.00063575,Modelled Carbon Accumulation rate (gm-2yr-1),6.357500627,Carbon Density (gcm-3),0.065552509,OM density (gcm-3),0.131105017
DB-02,82,80,8475.33606,bulk density (g/cm^3),0.129978086,%Nitrogen,2.318,%Carbon,39.978,%Hydrogen,4.8022,C density (g/cm^3),0.051962639,Culmulative carbon mass (g/cm^2),4.850597588,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^46,48.50597588,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000616576,Average carbon accumulation (g/m^2/yr),6.165760795,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.018109496,Modelled Carbon accumulation rate (gcm-2yr-1),0.000941017,Modelled Carbon Accumulation rate (gm-2yr-1),9.410172085,Carbon Density (gcm-3),0.047128331,OM density (gcm-3),0.094256661
DB-02,86,84,8716.56517,bulk density (g/cm^3),0.136230095,%Nitrogen,2.3419,%Carbon,38.578,%Hydrogen,4.6253,C density (g/cm^3),0.052554846,Culmulative carbon mass (g/cm^2),5.060816972,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^47,50.60816972,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000623603,Average carbon accumulation (g/m^2/yr),6.236030611,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.018346658,Modelled Carbon accumulation rate (gcm-2yr-1),0.000964206,Modelled Carbon Accumulation rate (gm-2yr-1),9.642057864,Carbon Density (gcm-3),0.047206267,OM density (gcm-3),0.094412535
DB-02,90,88,8930.84213,bulk density (g/cm^3),0.101140248,%Nitrogen,2.6518,%Carbon,46.646,%Hydrogen,5.2758,C density (g/cm^3),0.04717788,Culmulative carbon mass (g/cm^2),5.249528493,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^48,52.49528493,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000559801,Average carbon accumulation (g/m^2/yr),5.598012887,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.018527205,Modelled Carbon accumulation rate (gcm-2yr-1),0.000874074,Modelled Carbon Accumulation rate (gm-2yr-1),8.740742588,Carbon Density (gcm-3),0.042539942,OM density (gcm-3),0.085079883
DB-02,94,92,9147.61131,bulk density (g/cm^3),0.127059167,%Nitrogen,3.0506,%Carbon,48.11,%Hydrogen,5.4379,C density (g/cm^3),0.061128165,Culmulative carbon mass (g/cm^2),5.494041154,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^49,54.94041154,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000725332,Average carbon accumulation (g/m^2/yr),7.253319898,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.018677798,Modelled Carbon accumulation rate (gcm-2yr-1),0.00114174,Modelled Carbon Accumulation rate (gm-2yr-1),11.41739525,Carbon Density (gcm-3),0.053995185,OM density (gcm-3),0.107990369
DB-02,98,96,9358.92657,bulk density (g/cm^3),0.119165814,%Nitrogen,3.0068,%Carbon,44.662,%Hydrogen,5.3223,C density (g/cm^3),0.053221836,Culmulative carbon mass (g/cm^2),5.706928499,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^50,57.06928499,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000631517,Average carbon accumulation (g/m^2/yr),6.315174029,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.018722954,Modelled Carbon accumulation rate (gcm-2yr-1),0.00099647,Modelled Carbon Accumulation rate (gm-2yr-1),9.964699883,Carbon Density (gcm-3),0.04917816,OM density (gcm-3),0.098356321
DB-02,100,99,9515.58634,bulk density (g/cm^3),0.091328394,%Nitrogen,3.0373,%Carbon,44.924,%Hydrogen,5.4262,C density (g/cm^3),0.041028368,Culmulative carbon mass (g/cm^2),5.788985234,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^51,57.88985234,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000486833,Average carbon accumulation (g/m^2/yr),4.868326642,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.018410285,Modelled Carbon accumulation rate (gcm-2yr-1),0.000755344,Modelled Carbon Accumulation rate (gm-2yr-1),7.553439431,Carbon Density (gcm-3),0.03875498,OM density (gcm-3),0.07750996
DB-02,104,102,9675.52836,bulk density (g/cm^3),0.111420015,%Nitrogen,2.6669,%Carbon,44.641,%Hydrogen,5.2155,C density (g/cm^3),0.049739009,Culmulative carbon mass (g/cm^2),5.987941269,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^52,59.87941269,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000590191,Average carbon accumulation (g/m^2/yr),5.901910182,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.018309627,Modelled Carbon accumulation rate (gcm-2yr-1),0.000910703,Modelled Carbon Accumulation rate (gm-2yr-1),9.10702697,Carbon Density (gcm-3),0.046477295,OM density (gcm-3),0.09295459
DB-02,108,106,9885.91448,bulk density (g/cm^3),0.121739956,%Nitrogen,2.9529,%Carbon,44.711,%Hydrogen,5.1814,C density (g/cm^3),0.054431152,Culmulative carbon mass (g/cm^2),6.205665876,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^53,62.05665876,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000645867,Average carbon accumulation (g/m^2/yr),6.458668504,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.019103613,Modelled Carbon accumulation rate (gcm-2yr-1),0.001039832,Modelled Carbon Accumulation rate (gm-2yr-1),10.39831659,Carbon Density (gcm-3),0.050271372,OM density (gcm-3),0.100542743
DB-02,112,110,10093.8295,bulk density (g/cm^3),0.125197955,%Nitrogen,2.9418,%Carbon,42.751,%Hydrogen,5.2142,C density (g/cm^3),0.053523378,Culmulative carbon mass (g/cm^2),6.419759387,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^54,64.19759387,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000635095,Average carbon accumulation (g/m^2/yr),6.35095422,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.01853851,Modelled Carbon accumulation rate (gcm-2yr-1),0.000992244,Modelled Carbon Accumulation rate (gm-2yr-1),9.922436712,Carbon Density (gcm-3),0.050332096,OM density (gcm-3),0.100664191
DB-02,116,114,10300.4254,bulk density (g/cm^3),0.130432432,%Nitrogen,3.1002,%Carbon,43.126,%Hydrogen,5.0396,C density (g/cm^3),0.056250291,Culmulative carbon mass (g/cm^2),6.64476055,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^55,66.4476055,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000667452,Average carbon accumulation (g/m^2/yr),6.674523128,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.018591397,Modelled Carbon accumulation rate (gcm-2yr-1),0.001045771,Modelled Carbon Accumulation rate (gm-2yr-1),10.45771488,Carbon Density (gcm-3),0.05251892,OM density (gcm-3),0.10503784
DB-02,120,118,10513.28822,bulk density (g/cm^3),0.133880935,%Nitrogen,3.0826,%Carbon,41.408,%Hydrogen,5.04,C density (g/cm^3),0.055437418,Culmulative carbon mass (g/cm^2),6.86651022,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^56,68.6651022,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000657807,Average carbon accumulation (g/m^2/yr),6.578069559,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.018490077,Modelled Carbon accumulation rate (gcm-2yr-1),0.001025042,Modelled Carbon Accumulation rate (gm-2yr-1),10.25042119,Carbon Density (gcm-3),0.051980764,OM density (gcm-3),0.103961527
DB-02,124,122,10723.97294,bulk density (g/cm^3),0.136152666,%Nitrogen,2.804,%Carbon,38.505,%Hydrogen,4.9347,C density (g/cm^3),0.052425584,Culmulative carbon mass (g/cm^2),7.076212557,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^57,70.76212557,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000622069,Average carbon accumulation (g/m^2/yr),6.220692704,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.019116765,Modelled Carbon accumulation rate (gcm-2yr-1),0.001002208,Modelled Carbon Accumulation rate (gm-2yr-1),10.02207571,Carbon Density (gcm-3),0.04982952,OM density (gcm-3),0.099659041
DB-02,128,126,10938.50624,bulk density (g/cm^3),0.206302411,%Nitrogen,2.1507,%Carbon,31.049,%Hydrogen,3.9976,C density (g/cm^3),0.064054835,Culmulative carbon mass (g/cm^2),7.332431898,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^58,73.32431898,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000760059,Average carbon accumulation (g/m^2/yr),7.600591472,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.018254898,Modelled Carbon accumulation rate (gcm-2yr-1),0.001169314,Modelled Carbon Accumulation rate (gm-2yr-1),11.69314487,Carbon Density (gcm-3),0.061322802,OM density (gcm-3),0.122645604
DB-02,132,130,11147.41558,bulk density (g/cm^3),0.247843682,%Nitrogen,1.2682,%Carbon,21.513,%Hydrogen,2.8584,C density (g/cm^3),0.053318611,Culmulative carbon mass (g/cm^2),7.545706343,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^59,75.45706343,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000632666,Average carbon accumulation (g/m^2/yr),6.326657134,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.018986405,Modelled Carbon accumulation rate (gcm-2yr-1),0.001012329,Modelled Carbon Accumulation rate (gm-2yr-1),10.12328746,Carbon Density (gcm-3),0.051083861,OM density (gcm-3),0.102167721
DB-02,136,134,11360.12782,bulk density (g/cm^3),0.132859752,%Nitrogen,2.2763,%Carbon,40.934,%Hydrogen,5.0612,C density (g/cm^3),0.054384811,Culmulative carbon mass (g/cm^2),7.763245586,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^60,77.63245586,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000645317,Average carbon accumulation (g/m^2/yr),6.453169786,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.019192957,Modelled Carbon accumulation rate (gcm-2yr-1),0.001043805,Modelled Carbon Accumulation rate (gm-2yr-1),10.43805334,Carbon Density (gcm-3),0.049040834,OM density (gcm-3),0.098081669
DB-02,140,138,11672.95869,bulk density (g/cm^3),0.281052512,%Nitrogen,1.5581,%Carbon,18.878,%Hydrogen,2.6025,C density (g/cm^3),0.053057093,Culmulative carbon mass (g/cm^2),7.975473959,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^61,79.75473959,Peat Accretion Rate averaged across entire core (cm/yr),0.011865758,Average carbon accumulation rate (g/cm^2/yr) ,0.000629563,Average carbon accumulation (g/m^2/yr),6.295626043,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.012673627,Modelled Carbon accumulation rate (gcm-2yr-1),0.000672426,Modelled Carbon Accumulation rate (gm-2yr-1),6.72425809,Carbon Density (gcm-3),0.049890078,OM density (gcm-3),0.099780156
DB-03,4,2,41.16568,bulk density (g/cm^3),0.076715851,%Nitrogen,2.2895,%Carbon,39.954,%Hydrogen,4.9759,C density (g/cm^3),0.030651051,Culmulative carbon mass (g/cm^2),0.122604204,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^62,1.226042044,Peat Accretion Rate averaged across entire core (cm/yr),0.010257678,Average carbon accumulation rate (g/cm^2/yr) ,0.000314409,Average carbon accumulation (g/m^2/yr),3.144086068,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.018219873,Modelled Carbon accumulation rate (gcm-2yr-1),0.000558458,Modelled Carbon Accumulation rate (gm-2yr-1),5.584582584,Carbon Density (gcm-3),0.03091437,OM density (gcm-3),0.06182874
DB-03,8,6,256.83926,bulk density (g/cm^3),0.075924032,%Nitrogen,2.2354,%Carbon,39.321,%Hydrogen,4.7517,C density (g/cm^3),0.029854089,Culmulative carbon mass (g/cm^2),0.242020559,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^63,2.420205591,Peat Accretion Rate averaged across entire core (cm/yr),0.010257678,Average carbon accumulation rate (g/cm^2/yr) ,0.000306234,Average carbon accumulation (g/m^2/yr),3.06233623,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.017101413,Modelled Carbon accumulation rate (gcm-2yr-1),0.000510547,Modelled Carbon Accumulation rate (gm-2yr-1),5.105471002,Carbon Density (gcm-3),0.029563471,OM density (gcm-3),0.059126942
DB-03,12,10,486.82843,bulk density (g/cm^3),0.089384953,%Nitrogen,2.1947,%Carbon,38.933,%Hydrogen,4.7044,C density (g/cm^3),0.034800244,Culmulative carbon mass (g/cm^2),0.381221533,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^64,3.812215334,Peat Accretion Rate averaged across entire core (cm/yr),0.010257678,Average carbon accumulation rate (g/cm^2/yr) ,0.00035697,Average carbon accumulation (g/m^2/yr),3.569696862,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.017072693,Modelled Carbon accumulation rate (gcm-2yr-1),0.000594134,Modelled Carbon Accumulation rate (gm-2yr-1),5.941338747,Carbon Density (gcm-3),0.034228705,OM density (gcm-3),0.06845741
DB-03,16,14,700.69248,bulk density (g/cm^3),0.112697589,%Nitrogen,1.8769,%Carbon,39.184,%Hydrogen,4.7541,C density (g/cm^3),0.044159423,Culmulative carbon mass (g/cm^2),0.557859227,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^65,5.578592272,Peat Accretion Rate averaged across entire core (cm/yr),0.010257678,Average carbon accumulation rate (g/cm^2/yr) ,0.000452973,Average carbon accumulation (g/m^2/yr),4.529731382,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.017018097,Modelled Carbon accumulation rate (gcm-2yr-1),0.000751509,Modelled Carbon Accumulation rate (gm-2yr-1),7.515093519,Carbon Density (gcm-3),0.043496297,OM density (gcm-3),0.086992595
DB-03,20,18,909.34672,bulk density (g/cm^3),0.124308254,%Nitrogen,1.6025,%Carbon,42.24,%Hydrogen,4.8985,C density (g/cm^3),0.052507807,Culmulative carbon mass (g/cm^2),0.767890454,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^66,7.678904535,Peat Accretion Rate averaged across entire core (cm/yr),0.010257678,Average carbon accumulation rate (g/cm^2/yr) ,0.000538608,Average carbon accumulation (g/m^2/yr),5.386081623,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.019169247,Modelled Carbon accumulation rate (gcm-2yr-1),0.001006535,Modelled Carbon Accumulation rate (gm-2yr-1),10.06535114,Carbon Density (gcm-3),0.049940111,OM density (gcm-3),0.099880222
DB-03,24,22,1259.04354,bulk density (g/cm^3),0.112849525,%Nitrogen,1.4774,%Carbon,44.592,%Hydrogen,5.0869,C density (g/cm^3),0.05032186,Culmulative carbon mass (g/cm^2),0.969177895,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^67,9.691778946,Peat Accretion Rate averaged across entire core (cm/yr),0.010257678,Average carbon accumulation rate (g/cm^2/yr) ,0.000516185,Average carbon accumulation (g/m^2/yr),5.161854295,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.009642585,Modelled Carbon accumulation rate (gcm-2yr-1),0.000485233,Modelled Carbon Accumulation rate (gm-2yr-1),4.852328151,Carbon Density (gcm-3),0.047905187,OM density (gcm-3),0.095810373
DB-03,28,26,1692.82674,bulk density (g/cm^3),0.096983199,%Nitrogen,1.4278,%Carbon,45.242,%Hydrogen,5.1738,C density (g/cm^3),0.043877139,Culmulative carbon mass (g/cm^2),1.144686451,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^68,11.44686451,Peat Accretion Rate averaged across entire core (cm/yr),0.010257678,Average carbon accumulation rate (g/cm^2/yr) ,0.000450078,Average carbon accumulation (g/m^2/yr),4.500775559,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.008109435,Modelled Carbon accumulation rate (gcm-2yr-1),0.000355819,Modelled Carbon Accumulation rate (gm-2yr-1),3.558188074,Carbon Density (gcm-3),0.041138068,OM density (gcm-3),0.082276136
DB-03,32,30,2124.23011,bulk density (g/cm^3),0.099347699,%Nitrogen,1.1268,%Carbon,47.446,%Hydrogen,5.2643,C density (g/cm^3),0.047136509,Culmulative carbon mass (g/cm^2),1.333232488,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^69,13.33232488,Peat Accretion Rate averaged across entire core (cm/yr),0.010257678,Average carbon accumulation rate (g/cm^2/yr) ,0.000483511,Average carbon accumulation (g/m^2/yr),4.835111254,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.008174468,Modelled Carbon accumulation rate (gcm-2yr-1),0.000385316,Modelled Carbon Accumulation rate (gm-2yr-1),3.853158868,Carbon Density (gcm-3),0.043971215,OM density (gcm-3),0.08794243
DB-03,36,34,2542.39099,bulk density (g/cm^3),0.09335476,%Nitrogen,1.2078,%Carbon,46.188,%Hydrogen,5.2352,C density (g/cm^3),0.043118697,Culmulative carbon mass (g/cm^2),1.505707275,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^70,15.05707275,Peat Accretion Rate averaged across entire core (cm/yr),0.010257678,Average carbon accumulation rate (g/cm^2/yr) ,0.000442298,Average carbon accumulation (g/m^2/yr),4.422976976,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.009772317,Modelled Carbon accumulation rate (gcm-2yr-1),0.00042137,Modelled Carbon Accumulation rate (gm-2yr-1),4.21369572,Carbon Density (gcm-3),0.041023328,OM density (gcm-3),0.082046657
